Abounding_with.Depictive,Locative_relation.Direction,Locative_relation.Distance
Part_orientational.Part_Prop,Part_whole.Part_Prop
Part_orientational.Whole,Part_whole.Whole
Part_piece.Piece,Being_included.Part
Part_piece.Substance,Being_included.Whole
Part_whole.Part,Part_piece.Piece
Part_whole.Part_Prop,Part_piece.Piece_prop
Part_whole.Whole,Part_piece.Substance
Passing.Agent,Cause_motion.Agent,Cause_motion.Cause
Passing.Area,Cause_motion.Area
Passing.Depictive,Cause_motion.Depictive
Passing.Distance,Cause_motion.Distance
Passing.Explanation,Cause_motion.Explanation
Passing.Initial_State,Cause_motion.Initial_State
Passing.Instrument,Cause_motion.Instrument
Passing.Manner,Cause_motion.Manner
Passing.Means,Cause_motion.Means
Passing_off.Agent,Intentionally_act.Agent
Passing_off.Manner,Intentionally_act.Manner
Passing_off.Means,Intentionally_act.Means
Passing_off.Place,Intentionally_act.Place
Passing_off.Purpose,Intentionally_act.Purpose
Passing_off.Time,Intentionally_act.Time
Passing.Path,Cause_motion.Path
Passing.Place,Cause_motion.Place
Passing.Recipient,Cause_motion.Goal
Passing.Result,Cause_motion.Result
Passing.Source,Cause_motion.Source
Passing.Theme,Cause_motion.Theme
Passing.Time,Cause_motion.Time
People_along_political_spectrum.Age,People.Age
People_along_political_spectrum.Descriptor,People.Descriptor
People_along_political_spectrum.Ethnicity,People.Ethnicity
People_along_political_spectrum.Individual,People.Person
People_along_political_spectrum.Origin,People.Origin
People_along_political_spectrum.Persistent_characteristic,People.Persistent_characteristic
People_by_age.Age,People.Age
People_by_age.Context_of_acquaintance,People.Context_of_acquaintance
People_by_age.Descriptor,People.Descriptor
People_by_age.Ethnicity,People.Ethnicity
People_by_age.Origin,People.Origin
People_by_age.Persistent_characteristic,People.Persistent_characteristic
People_by_age.Person,People.Person
People_by_jurisdiction.Age,People.Age
People_by_jurisdiction.Descriptor,People.Descriptor
People_by_jurisdiction.Ethnicity,People.Ethnicity
People_by_jurisdiction.Jurisdiction,People.Origin
People_by_jurisdiction.Persistent_characteristic,People.Persistent_characteristic
People_by_jurisdiction.Person,People.Person
People_by_morality.Age,People.Age
People_by_morality.Context_of_acquaintance,People.Context_of_acquaintance
People_by_morality.Descriptor,People.Descriptor
People_by_morality.Ethnicity,People.Ethnicity
People_by_morality.Origin,People.Origin
People_by_morality.Persistent_characteristic,People.Persistent_characteristic
People_by_morality.Person,People.Person
People_by_origin.Age,People.Age
People_by_origin.Context_of_acquaintance,People.Context_of_acquaintance
People_by_origin.Descriptor,People.Descriptor
People_by_origin.Ethnicity,People.Ethnicity
People_by_origin.Origin,People.Origin
People_by_origin.Persistent_characteristic,People.Persistent_characteristic
People_by_origin.Person,People.Person
People_by_religion.Age,People.Age
People_by_religion.Descriptor,People.Descriptor
People_by_religion.Ethnicity,People.Ethnicity
People_by_religion.Origin,People.Origin
People_by_religion.Persistent_characteristic,People.Persistent_characteristic
People_by_religion.Person,People.Person
People_by_religion.Religion,People.Context_of_acquaintance
People_by_residence.Age,People.Age
People_by_residence.Descriptor,People.Descriptor
People_by_residence.Ethnicity,People.Ethnicity
People_by_residence.Indicated_resident,People.Person
People_by_residence.Persistent_characteristic,People.Persistent_characteristic
People_by_vocation.Age,People.Age
People_by_vocation.Context_of_acquaintance,People.Context_of_acquaintance
People_by_vocation.Descriptor,People.Descriptor
People_by_vocation.Ethnicity,People.Ethnicity
People_by_vocation.Origin,People.Origin
People_by_vocation.Persistent_characteristic,People.Persistent_characteristic
People_by_vocation.Person,People.Person
Perception_active.Manner,Intentionally_act.Manner
Perception_active.Means,Intentionally_act.Means
Perception_active.Perceiver_agentive,Intentionally_act.Agent,Perception.Perceiver
Perception_active.Phenomenon,Perception.Sought_entity
Perception_active.Place,Intentionally_act.Place
Perception_active.Purpose,Intentionally_act.Purpose
Perception_active.State,Perception.Phenomenon
Perception_active.Time,Intentionally_act.Time
Perception_experience.Perceiver_passive,Perception.Perceiver
Perception_experience.Phenomenon,Perception.Sought_entity
Perception_experience.State,Perception.Phenomenon
Performers.Age,People_by_vocation.Age
Performers.Compensation,People_by_vocation.Compensation
Performers.Context_of_acquaintance,People_by_vocation.Context_of_acquaintance
Performers.Contract_basis,People_by_vocation.Contract_basis
Performers.Descriptor,People_by_vocation.Descriptor
Performers.Employer,People_by_vocation.Employer
Performers.Ethnicity,People_by_vocation.Ethnicity
Performers.Origin,People_by_vocation.Origin
Performers.Persistent_characteristic,People_by_vocation.Persistent_characteristic
Performers.Person,People_by_vocation.Person
Performers.Place_of_employment,People_by_vocation.Place_of_employment
Performers.Rank,People_by_vocation.Rank
Performers.Type,People_by_vocation.Type
Permitting.Circumstances,Prohibiting.Circumstances
Permitting.Place,Prohibiting.Place
Permitting.Principle,Prohibiting.Principle
Permitting.State_of_affairs,Prohibiting.State_of_affairs
Permitting.Time,Prohibiting.Time
Physical_entity.Constituents,Entity.Constituent_parts
Physical_entity.Entity,Entity.Entity
Physical_entity.Formational_cause,Entity.Formational_cause
Physical_entity.Name,Entity.Name
Physical_entity.Type,Entity.Type
Piracy.Event,Committing_crime.Crime
Piracy.Frequency,Committing_crime.Frequency,Intentionally_act.Frequency
Piracy.Instrument,Committing_crime.Instrument
Piracy.Manner,Committing_crime.Manner,Intentionally_act.Manner
Piracy.Means,Committing_crime.Means,Intentionally_act.Means
Piracy.Perpetrator,Committing_crime.Perpetrator,Intentionally_act.Agent
Piracy.Place,Committing_crime.Place,Intentionally_act.Place
Piracy.Purpose,Committing_crime.Purpose,Intentionally_act.Purpose
Piracy.Reason,Committing_crime.Reason
Piracy.Time,Committing_crime.Time,Intentionally_act.Time
Placing.Agent,Cause_motion.Agent,Transitive_action.Agent
Placing.Area,Cause_motion.Area
Placing.Cause,Cause_motion.Cause,Transitive_action.Cause
Placing.Degree,Cause_motion.Degree
Placing.Depictive,Cause_motion.Depictive,Transitive_action.Depictive
Placing.Distance,Cause_motion.Distance
Placing.Goal,Cause_motion.Goal
Placing.Manner,Cause_motion.Manner,Transitive_action.Manner
Placing.Means,Cause_motion.Means,Transitive_action.Means
Placing.Path,Cause_motion.Path
Placing.Place,Cause_motion.Place,Transitive_action.Place
Placing.Result,Cause_motion.Result,Transitive_action.Result
Placing.Source,Cause_motion.Source
Placing.Theme,Cause_motion.Theme,Transitive_action.Patient
Placing.Time,Cause_motion.Time,Transitive_action.Time
Planting.Agent,Agriculture.Agriculturist
Planting.Degree,Agriculture.Degree
Planting.Duration,Agriculture.Duration
Planting.Frequency,Agriculture.Frequency
Planting.Ground,Agriculture.Ground
Planting.Instrument,Agriculture.Instrument
Planting.Manner,Agriculture.Manner
Planting.Means,Agriculture.Means
Planting.Outcome,Agriculture.Outcome
Planting.Particular_iteration,Agriculture.Particular_iteration
Planting.Place,Agriculture.Place
Planting.Purpose,Agriculture.Purpose
Planting.Theme,Agriculture.Food
Planting.Time,Agriculture.Time
Political_locales.Constituent_parts,Locale_by_ownership.Constituent_parts
Political_locales.Container_possessor,Locale_by_ownership.Container_possessor
Political_locales.Descriptor,Locale_by_ownership.Descriptor
Political_locales.Locale,Locale_by_ownership.Locale
Political_locales.Name,Locale_by_ownership.Name
Political_locales.Relative_location,Locale_by_ownership.Relative_location
Posing_as.Agent,Passing_off.Agent,Passing_off.Item
Posing_as.Explanation,Passing_off.Explanation
Posing_as.Manner,Passing_off.Manner
Posing_as.Means,Passing_off.Means
Posing_as.Place,Passing_off.Place
Posing_as.Purpose,Passing_off.Purpose
Posing_as.Simulated_entity,Passing_off.Simulated_entity
Posing_as.Time,Passing_off.Time
Position_on_a_scale.Degree,Gradable_attributes.Degree
Position_on_a_scale.Item,Gradable_attributes.Entity
Position_on_a_scale.Value,Gradable_attributes.Value
Position_on_a_scale.Variable,Gradable_attributes.Attribute
Post_getting.Manner,Possession.Manner
Post_getting.Recipient,Getting_scenario.Recipient,Possession.Owner
Post_getting.Theme,Getting_scenario.Theme,Possession.Possession
Post_giving.Donor,Giving_scenario.Donor,Post_lose_possession.Owner
Post_giving.Manner,Giving_scenario.Manner,Post_lose_possession.Manner
Post_giving.Recipient,Giving_scenario.Recipient
Post_giving.Theme,Giving_scenario.Theme,Post_lose_possession.Possession
Post_lose_possession.Manner,Possession.Manner
Post_lose_possession.Owner,Lose_possession_scenario.Donor,Possession.Owner
Post_lose_possession.Possession,Lose_possession_scenario.Theme,Possession.Possession
Post_receiving.Donor,Receiving_scenario.Donor
Post_receiving.Manner,Post_getting.Manner
Post_receiving.Recipient,Post_getting.Recipient,Receiving_scenario.Recipient
Post_receiving.Theme,Post_getting.Theme,Receiving_scenario.Theme
Post_transfer.Donor,Possession.Owner,Transfer_scenario.Donor
Post_transfer.Manner,Possession.Manner
Post_transfer.Recipient,Transfer_scenario.Recipient
Post_transfer.Theme,Possession.Possession,Transfer_scenario.Theme
Posture.Agent,State.Entity
Practice.Action,Intentionally_act.Act
Practice.Agent,Intentionally_act.Agent
Practice.Manner,Intentionally_act.Manner
Practice.Means,Intentionally_act.Means
Practice.Place,Intentionally_act.Place
Practice.Purpose,Intentionally_act.Purpose
Practice.Time,Intentionally_act.Time
Praiseworthiness.Behavior,Social_behavior_evaluation.Behavior
Praiseworthiness.Degree,Social_behavior_evaluation.Degree
Praiseworthiness.Evaluee,Social_behavior_evaluation.Individual
Praiseworthiness.Judge,Social_behavior_evaluation.Judge
Precipitation.Cause,Process.Cause
Precipitation.Duration,Process.Duration
Precipitation.Manner,Process.Manner
Precipitation.Place,Process.Place,Weather.Place
Precipitation.Time,Process.Time,Weather.Time
Predicament.Experiencer,State_of_entity.Entity
Predicament.Situation,State_of_entity.State
Preference.Degree,Desiring.Degree
Preference.Duration,Desiring.Duration
Preference.Event,Desiring.Event
Preference.Experiencer,Desiring.Experiencer
Preference.Explanation,Desiring.Reason
Preference.Focal_participant,Desiring.Focal_participant
Preference.Location_of_Event,Desiring.Location_of_Event
Preference.Manner,Desiring.Manner
Preference.Place,Desiring.Place
Preference.Purpose_of_Event,Desiring.Purpose_of_Event
Preference.Time,Desiring.Time
Preference.Time_of_Event,Desiring.Time_of_Event
Pre_getting.Manner,Possession.Manner
Pre_getting.Recipient,Getting_scenario.Recipient,Possession.Owner
Pre_getting.Theme,Getting_scenario.Theme,Possession.Possession
Pre_giving.Donor,Giving_scenario.Donor,Pre_lose_possession.Owner
Pre_giving.Manner,Giving_scenario.Manner,Pre_lose_possession.Manner
Pre_giving.Recipient,Giving_scenario.Recipient
Pre_giving.Theme,Giving_scenario.Theme,Pre_lose_possession.Possession
Preliminaries.Agent,Means.Agent
Preliminaries.Descriptor,Means.Descriptor
Preliminaries.Preparatory_act,Means.Means
Preliminaries.Purpose,Means.Purpose
Pre_lose_possession.Manner,Possession.Manner
Pre_lose_possession.Owner,Lose_possession_scenario.Donor,Possession.Owner
Pre_lose_possession.Possession,Lose_possession_scenario.Theme,Possession.Possession
Pre_receiving.Donor,Receiving_scenario.Donor
Pre_receiving.Manner,Pre_getting.Manner
Pre_receiving.Recipient,Pre_getting.Recipient,Receiving_scenario.Recipient
Pre_receiving.Theme,Pre_getting.Theme,Receiving_scenario.Theme
Presence.Entity,Being_located.Theme
Presence.Location,Being_located.Location
Presence.Time,Being_located.Time
Preserving.Agent,Processing_materials.Agent
Preserving.Duration,Processing_materials.Duration
Preserving.Manner,Processing_materials.Manner
Preserving.Medium,Processing_materials.Alterant
Preserving.Place,Processing_materials.Place
Preserving.Purpose,Processing_materials.Purpose
Preserving.Result,Processing_materials.Result
Preserving.Time,Processing_materials.Time
Preserving.Undergoer,Processing_materials.Material
Pre_transfer.Donor,Possession.Owner,Transfer_scenario.Donor
Pre_transfer.Manner,Possession.Manner
Pre_transfer.Recipient,Transfer_scenario.Recipient
Pre_transfer.Theme,Possession.Possession,Transfer_scenario.Theme
Prevent_from_having.Agent,Preventing.Agent
Prevent_from_having.Place,Preventing.Place
Prevent_from_having.Preventing_cause,Preventing.Preventing_cause
Prevent_from_having.State_of_affairs,Preventing.Event
Prevent_from_having.Time,Preventing.Time
Prison.Location,Locale_by_use.Relative_location
Prison.Name,Locale_by_use.Name
Prison.Part,Locale_by_use.Constituent_parts
Prison.Penal_institution,Locale_by_use.Locale
Process_completed_state.Place,Process.Place
Process_completed_state.Process,Process.Process,State.Entity
Process_completed_state.Time,Process.Time
Process_continue.Duration,Process.Duration
Process_continue.Event,Process.Process
Process_continue.Manner,Process.Manner
Process_continue.Place,Process.Place
Process_continue.Time,Process.Time
Process_end.Duration,Event.Duration
Process_end.Frequency,Event.Frequency
Process_end.Manner,Event.Manner,Process.Manner
Process_end.Place,Event.Place,Process.Place
Process_end.Process,Process.Process
Process_end.Reason,Event.Reason
Process_end.Result,Process.Result
Process_end.Time,Event.Time,Process.Time
Processing_materials.Agent,Intentionally_affect.Agent
Processing_materials.Alterant,Intentionally_affect.Means
Processing_materials.Manner,Intentionally_affect.Manner
Processing_materials.Material,Intentionally_affect.Patient
Processing_materials.Place,Intentionally_affect.Place
Processing_materials.Purpose,Intentionally_affect.Purpose
Processing_materials.Reason,Intentionally_affect.Reason
Processing_materials.Time,Intentionally_affect.Time
Process_initial_state.Process,Process.Process,State.Entity
Process_pause.Cause,Process.Cause
Process_pause.Duration,Event.Duration,Process.Duration
Process_pause.Manner,Event.Manner,Process.Manner
Process_pause.Place,Event.Place,Process.Place
Process_pause.Process,Process.Process
Process_pause.Reason,Event.Reason
Process_pause.Result,Process.Result
Process_pause.Time,Event.Time
Process_resume.Duration,Event.Duration,Process.Duration
Process_resume.Frequency,Event.Frequency
Process_resume.Manner,Event.Manner,Process.Manner
Process_resume.Place,Event.Place,Process.Place
Process_resume.Process,Event.Event,Process.Process
Process_resume.Reason,Event.Reason
Process_resume.Time,Event.Time,Process.Time
Process_start.Duration,Event.Duration
Process_start.Event,Event.Event,Process.Process
Process_start.Frequency,Event.Frequency
Process_start.Manner,Event.Manner,Process.Manner
Process_start.Place,Event.Place,Process.Place
Process_start.Reason,Event.Reason
Process_start.Result,Process.Result
Process_start.Time,Event.Time,Process.Time
Process_stop.Cause,Process.Cause
Process_stop.Duration,Event.Duration
Process_stop.Frequency,Event.Frequency
Process_stop.Manner,Event.Manner,Process.Manner
Process_stopped_state.Process,Process.Process,State.Entity
Process_stop.Place,Event.Place,Process.Place
Process_stop.Process,Process.Process
Process_stop.Reason,Event.Reason
Process_stop.Time,Event.Time,Process.Time
Process_uncompleted_state.Place,Process.Place
Process_uncompleted_state.Process,Process.Process,State.Entity
Product_delivery.Circumstances,Delivery.Circumstances
Product_delivery.Container,Delivery.Container
Product_delivery.Co_theme,Delivery.Co_theme
Product_delivery.Deliverer,Delivery.Deliverer
Product_delivery.Depictive,Delivery.Depictive
Product_delivery.Explanation,Delivery.Reason
Product_delivery.Goal,Delivery.Goal
Product_delivery.Goods,Delivery.Theme
Product_delivery.Manner,Delivery.Manner
Product_delivery.Means,Delivery.Means
Product_delivery.Path,Delivery.Path
Product_delivery.Place,Delivery.Place
Product_delivery.Purchaser,Delivery.Recipient
Product_delivery.Purpose,Delivery.Purpose
Product_delivery.Source,Delivery.Source
Product_delivery.Speed,Delivery.Speed
Product_delivery.Time,Delivery.Time
Product_delivery.Vehicle,Delivery.Vehicle
Proliferating_in_number.Attribute,Change_position_on_a_scale.Attribute
Proliferating_in_number.Circumstances,Change_position_on_a_scale.Circumstances
